1 flow networks in WDG7.txt.

** G1: |V|=100, V={0..99}
(u, v, weight) E = {
      (14,  4, 77.411)
      (14, 47, 53.694)
      (14, 52, 19.786)
      (14, 56, 51.792)
      (14, 83, 20.584)
      (14, 87, 77.957)
      (14, 92, 40.046)
      (14, 97, 70.072)
      (15,  4,  6.454)
      (15, 28, 84.096)
      (15, 29, 78.569)
      (15, 31, 40.327)
      (15, 74, 98.041)
      (15, 82, 44.542)
      (15, 88, 77.012)
      (15, 92, 29.061)
      (16,  3, 20.607)
      (16,  5, 42.063)
      (16, 18, 35.254)
      (16, 30, 25.458)
      (16, 39, 15.784)
      (16, 47, 87.718)
      (16, 48, 10.772)
      (16, 56, 63.807)
      (16, 62, 49.992)
      (16, 78,  2.515)
      (16, 90, 33.641)
      (16, 95, 65.860)
      (17,  2, 59.718)
      (17, 15, 71.870)
      (17, 30, 72.119)
      (17, 40, 48.970)
      (17, 52,  2.204)
      (17, 81, 28.943)
      (17, 83, 23.271)
      (17, 97, 30.929)
      (18,  4, 16.375)
      (18,  5, 54.423)
      (18,  8, 33.386)
      (18,  9, 73.607)
      (18, 10, 20.360)
      (18, 12, 80.326)
      (18, 19, 44.000)
      (18, 21, 79.597)
      (18, 22, 23.821)
      (18, 30, 68.976)
      (18, 31, 83.173)
      (18, 38, 62.320)
      (18, 57, 53.377)
      (18, 62, 67.388)
      (18, 71, 47.303)
      (18, 81, 48.243)
      (18, 85, 10.843)
      (18, 87, 95.891)
      (18, 90,  3.164)
      (18, 91, 82.134)
      (19,  3, 47.634)
      (19, 23, 23.013)
      (19, 52, 46.046)
      (19, 65, 21.554)
      (19, 67, 64.683)
      (19, 91, 64.285)
      (19, 96, 85.843)
      (20, 21,  1.127)
      (20, 29, 36.414)
      (20, 61, 97.867)
      (20, 68, 32.683)
      (20, 73, 85.472)
      (20, 79, 23.862)
      (20, 84,  4.625)
      (20, 88, 94.233)
      (20, 96, 83.046)
      (21,  3, 63.807)
      (21, 10,  3.567)
      (21, 17, 29.114)
      (21, 25,  3.613)
      (21, 49, 17.883)
      (21, 77, 89.356)
      (21, 84, 53.984)
      (21, 94, 86.428)
      (21, 96, 44.970)
      (22,  3, 29.946)
      (22,  8, 11.667)
      (22, 21,  8.780)
      (22, 33, 12.839)
      (22, 44, 29.261)
      (22, 85, 80.435)
      (23,  8, 26.975)
      (23, 13, 10.909)
      (23, 14, 49.239)
      (23, 20, 87.931)
      (23, 21, 74.445)
      (23, 27, 25.224)
      (23, 61, 92.486)
      (23, 62, 88.465)
      (23, 73, 30.181)
      (23, 84, 21.195)
      (23, 89, 75.253)
      (23, 91, 85.418)
      (23, 95, 51.341)
      (24,  9, 97.465)
      (24, 38, 65.437)
      (24, 68, 87.261)
      (24, 72, 29.479)
      (24, 76, 87.266)
      (24, 86, 25.840)
      (24, 93, 38.264)
      (25,  1, 23.533)
      (25, 11, 82.980)
      (25, 16, 74.967)
      (25, 22, 58.326)
      (25, 40, 67.394)
      (25, 44, 32.240)
      (25, 57, 39.233)
      (25, 62, 83.450)
      (25, 63,  0.598)
      (25, 91, 16.774)
      (25, 92, 48.569)
      (26,  4, 69.344)
      (26, 10, 94.470)
      (26, 19, 59.381)
      (26, 30, 85.072)
      (26, 39, 42.267)
      (26, 45, 15.796)
      (26, 48, 29.887)
      (26, 60,  0.501)
      (26, 67, 84.741)
      (26, 69, 20.970)
      (26, 74,  9.646)
      (26, 78, 82.177)
      (26, 82, 46.994)
      (27,  1, 73.365)
      (27,  7, 53.198)
      (27,  9, 52.034)
      (27, 23, 72.028)
      (27, 32, 83.604)
      (27, 40, 58.954)
      (27, 44, 68.391)
      (27, 52, 13.011)
      (27, 53, 17.302)
      (27, 66, 36.396)
      (27, 67, 89.280)
      (27, 69, 63.307)
      (27, 70, 60.782)
      (27, 71,  3.109)
      (27, 75, 21.050)
      (27, 77, 64.822)
      (27, 80, 17.285)
      (27, 86, 54.134)
      (28, 11, 26.268)
      (28, 24, 82.493)
      (28, 45, 71.159)
      (28, 46, 70.517)
      (28, 54, 79.912)
      (28, 65, 57.710)
      (28, 76, 95.588)
      (28, 92, 74.670)
      (29, 12, 91.227)
      (29, 14,  3.143)
      (29, 19, 11.463)
      (29, 42, 66.122)
      (29, 44, 58.594)
      (29, 45, 66.999)
      (29, 58, 62.134)
      (29, 67, 71.509)
      (29, 80, 69.267)
      (29, 89, 32.955)
      (30,  3, 31.871)
      (30,  4, 51.210)
      (30, 23, 45.845)
      (30, 27, 57.138)
      (30, 42, 39.070)
      (30, 52, 50.848)
      (30, 63, 87.888)
      (30, 64, 77.308)
      (30, 82, 52.423)
      (30, 99, 52.001)
      (31, 12, 97.219)
      (31, 13, 94.088)
      (31, 16, 61.468)
      (31, 45, 44.852)
      (31, 46, 23.013)
      (31, 59, 13.428)
      (31, 90,  0.250)
      (31, 93, 65.180)
      (31, 99, 58.964)
      (32,  2, 94.734)
      (32,  3, 76.061)
      (32, 13, 66.048)
      (32, 34, 35.497)
      (32, 43, 15.032)
      (32, 64, 36.588)
      (32, 67, 65.786)
      (32, 74, 81.185)
      (32, 77, 39.287)
      (32, 82, 80.121)
      (32, 89, 98.369)
      (32, 92, 52.289)
      (32, 98, 69.551)
      (33, 12, 97.870)
      (33, 20,  6.109)
      (33, 29, 75.617)
      (33, 45, 14.906)
      (33, 59, 14.870)
      (33, 62, 42.637)
      (33, 63, 64.692)
      (33, 91, 32.269)
      (34, 10,  2.362)
      (34, 13, 42.520)
      (34, 15, 30.556)
      (34, 16, 20.012)
      (34, 21, 55.050)
      (34, 23, 96.520)
      (34, 25, 29.422)
      (34, 31, 43.989)
      (34, 64, 98.129)
      (34, 65, 81.374)
      (34, 78, 83.767)
      (34, 89, 15.016)
      (34, 95,  8.519)
      (35, 36, 19.245)
      (35, 47, 33.393)
      (35, 56,  5.063)
      (35, 62,  1.310)
      (35, 72, 99.415)
      (35, 78, 38.453)
      (35, 79, 85.424)
      (35, 87, 83.030)
      (36,  3,  1.605)
      (36,  7, 73.429)
      (36, 19, 74.891)
      (36, 39, 27.978)
      (36, 41, 23.331)
      (36, 48, 40.569)
      (36, 51, 37.565)
      (36, 54, 70.538)
      (36, 58, 46.041)
      (36, 62, 34.343)
      (36, 64, 14.231)
      (36, 78, 48.066)
      (36, 85, 79.381)
      (36, 86, 16.084)
      (36, 93,  5.388)
      (37, 19, 59.693)
      (37, 24, 92.847)
      (37, 25, 15.071)
      (37, 36, 66.920)
      (37, 51, 47.133)
      (37, 54, 49.235)
      (37, 71, 85.980)
      (37, 78, 95.068)
      (37, 86, 97.375)
      (37, 97,  6.759)
      (38, 32, 56.807)
      (38, 44,  2.859)
      (38, 52, 89.962)
      (38, 57, 19.456)
      (38, 59, 28.064)
      (38, 92, 39.386)
      (39, 12,  7.417)
      (39, 27, 71.488)
      (39, 28,  3.323)
      (39, 33, 22.347)
      (39, 50, 35.247)
      (39, 78, 18.279)
      (39, 82, 77.913)
      (39, 99, 58.113)
      (40,  7, 66.887)
      (40,  9, 46.973)
      (40, 11, 17.929)
      (40, 27, 27.124)
      (40, 34, 38.878)
      (40, 46, 52.591)
      (40, 82, 33.513)
      (41,  3, 56.859)
      (41, 13, 21.559)
      (41, 17, 65.378)
      (41, 21, 53.748)
      (41, 25, 90.714)
      (41, 40, 70.565)
      (41, 50,  4.274)
      (41, 74, 63.412)
      (42, 13, 71.122)
      (42, 16, 17.446)
      (42, 60, 47.138)
      (42, 65, 24.257)
      (42, 71, 75.920)
      (42, 76, 63.820)
      (42, 77, 76.333)
      (42, 78, 91.447)
      (42, 89, 41.502)
      (43, 12, 16.543)
      (43, 29, 78.574)
      (43, 31, 18.286)
      (43, 35,  8.561)
      (43, 44, 77.545)
      (43, 83, 47.447)
      (43, 88, 69.374)
      (43, 89, 62.300)
      (44,  3, 22.129)
      (44, 26,  1.872)
      (44, 43, 93.914)
      (44, 52,  1.810)
      (44, 59, 46.718)
      (44, 61, 22.878)
      (44, 71,  5.950)
      (44, 78, 34.990)
      (44, 89, 32.288)
      (44, 97, 19.448)
      (44, 99, 51.951)
      (45,  1, 52.720)
      (45,  2, 98.957)
      (45,  3, 65.874)
      (45,  5, 55.302)
      (45, 23, 98.266)
      (45, 28,  3.508)
      (45, 31, 95.002)
      (45, 34, 43.949)
      (45, 56, 53.791)
      (45, 58, 77.940)
      (45, 67, 15.001)
      (45, 68, 29.633)
      (45, 79, 97.653)
      (45, 83,  9.489)
      (45, 94, 92.785)
      (46,  2, 75.938)
      (46,  3, 41.675)
      (46, 10, 38.950)
      (46, 79, 66.040)
      (46, 85, 81.593)
      (46, 87, 51.892)
      (47,  6, 72.547)
      (47,  9, 72.859)
      (47, 10, 23.325)
      (47, 20, 10.371)
      (47, 22, 70.042)
      (47, 34, 19.374)
      (47, 36, 71.875)
      (47, 56, 24.588)
      (47, 62, 62.240)
      (47, 63, 16.400)
      (47, 65, 29.642)
      (47, 72, 39.492)
      (47, 73, 73.592)
      (47, 84, 72.028)
      (47, 90, 73.858)
      (47, 94,  5.822)
      (48,  1, 30.085)
      (48,  9, 15.323)
      (48, 11, 75.091)
      (48, 17, 99.475)
      (48, 27, 54.228)
      (48, 33, 90.753)
      (48, 35, 44.354)
      (48, 60, 26.717)
      (48, 72, 66.513)
      (48, 97, 92.749)
      (48, 99, 84.083)
      (49,  4, 41.809)
      (49,  9, 44.389)
      (49, 22, 10.839)
      (49, 28, 13.786)
      (49, 29, 61.180)
      (49, 35, 10.423)
      (49, 65, 90.132)
      (49, 66, 28.193)
      (49, 68, 93.649)
      (49, 75, 26.041)
      (49, 76, 52.547)
      (49, 77, 15.357)
      (49, 88, 18.278)
      (50, 12, 44.976)
      (50, 16, 98.046)
      (50, 24, 95.246)
      (50, 25, 96.396)
      (50, 34, 52.268)
      (50, 39,  7.335)
      (50, 45, 88.032)
      (50, 60, 89.984)
      (51,  1, 79.505)
      (51,  8, 97.939)
      (51, 15, 67.459)
      (51, 53, 49.100)
      (51, 57, 20.774)
      (51, 75, 62.273)
      (51, 93, 98.385)
      (52, 11,  6.267)
      (52, 12,  4.664)
      (52, 13, 58.386)
      (52, 19, 52.831)
      (52, 20, 56.785)
      (52, 43,  0.535)
      (52, 46, 62.321)
      (52, 48, 50.650)
      (52, 59, 69.735)
      (52, 92, 38.203)
      (53,  4, 19.619)
      (53,  5, 16.238)
      (53, 19, 31.037)
      (53, 24, 24.100)
      (53, 26, 83.377)
      (53, 41, 34.527)
      (53, 55, 83.317)
      (53, 59, 48.995)
      (53, 72, 25.374)
      (53, 80, 67.905)
      (53, 97, 42.459)
      (54, 18, 36.312)
      (54, 21, 91.244)
      (54, 31, 58.556)
      (54, 32, 76.704)
      (54, 39, 36.191)
      (54, 44,  8.340)
      (54, 59, 24.204)
      (54, 67, 61.836)
      (54, 75, 69.432)
      (54, 86, 65.945)
      (55,  3,  3.140)
      (55,  6, 93.515)
      (55, 17, 74.637)
      (55, 45, 42.747)
      (55, 56,  0.976)
      (55, 66, 20.111)
      (55, 69, 33.940)
      (55, 94,  1.029)
      (56,  2, 54.524)
      (56,  5, 36.417)
      (56, 14, 72.925)
      (56, 30, 42.875)
      (56, 45, 11.811)
      (56, 69, 97.519)
      (56, 78, 18.499)
      (56, 90, 86.789)
      (57,  7, 30.295)
      (57, 16, 81.670)
      (57, 17, 86.719)
      (57, 24, 47.516)
      (57, 45, 46.972)
      (57, 54, 37.472)
      (57, 62, 31.853)
      (57, 66, 53.544)
      (57, 69, 27.224)
      (57, 70, 39.819)
      (57, 86, 62.215)
      (57, 87,  1.684)
      (57, 95, 11.921)
      (57, 98, 30.052)
      (58,  6, 80.647)
      (58, 10, 30.408)
      (58, 31, 29.519)
      (58, 33, 24.509)
      (58, 46, 66.889)
      (58, 48, 23.098)
      (58, 51, 46.624)
      (58, 55, 45.201)
      (58, 79, 13.433)
      (58, 99, 85.187)
      (59, 15, 88.790)
      (59, 31, 98.639)
      (59, 80,  8.893)
      (59, 88, 61.232)
      (59, 89, 22.081)
      (60,  2, 85.957)
      (60, 23, 24.366)
      (60, 24, 96.335)
      (60, 25, 65.320)
      (60, 26, 90.330)
      (60, 42, 93.728)
      (60, 45, 66.958)
      (60, 54, 70.771)
      (61, 11, 46.344)
      (61, 12, 42.332)
      (61, 24, 16.110)
      (61, 52, 39.424)
      (61, 60, 64.440)
      (61, 71, 27.090)
      (61, 77, 73.076)
      (61, 86, 12.964)
      (61, 92, 80.741)
      (62,  2, 53.533)
      (62,  7,  2.358)
      (62, 21, 29.996)
      (62, 42, 64.581)
      (62, 47, 63.997)
      (62, 91, 73.257)
      (62, 95, 97.066)
      (62, 97, 40.858)
      (62, 99, 54.762)
      (63,  3, 82.568)
      (63, 11, 63.536)
      (63, 18, 61.869)
      (63, 22, 33.595)
      (63, 23, 73.197)
      (63, 26, 15.472)
      (63, 41, 22.639)
      (63, 45, 80.884)
      (63, 56, 46.122)
      (63, 62, 39.231)
      (63, 69, 43.891)
      (63, 70, 56.248)
      (63, 71, 36.999)
      (63, 77, 71.593)
      (63, 85, 78.704)
      (63, 89, 87.272)
      (63, 94, 55.895)
      (64,  5, 32.919)
      (64,  7, 33.586)
      (64,  8, 13.823)
      (64, 15,  7.090)
      (64, 17, 90.001)
      (64, 30,  6.178)
      (64, 42, 65.205)
      (64, 66, 54.609)
      (64, 81, 92.973)
      (64, 84, 19.039)
      (64, 87, 36.267)
      (64, 95, 27.185)
      (64, 98, 36.902)
      (65, 11, 29.000)
      (65, 33, 57.480)
      (65, 34, 30.615)
      (65, 39, 40.458)
      (65, 53, 72.395)
      (65, 67, 52.878)
      (65, 68, 38.105)
      (65, 85, 59.355)
      (65, 95, 45.058)
      (65, 96, 70.745)
      (66, 17, 12.997)
      (66, 22,  9.098)
      (66, 37, 35.365)
      (66, 64, 73.881)
      (66, 73, 98.468)
      (66, 90, 86.945)
      (67,  3, 12.752)
      (67, 12, 66.295)
      (67, 13, 56.174)
      (67, 15, 66.880)
      (67, 19, 89.063)
      (67, 21, 17.210)
      (67, 48, 83.545)
      (67, 54, 20.837)
      (67, 59, 40.839)
      (67, 62, 82.356)
      (67, 65, 20.397)
      (68, 10, 70.365)
      (68, 14, 10.120)
      (68, 22, 73.597)
      (68, 25, 72.817)
      (68, 26, 17.424)
      (68, 32, 28.637)
      (68, 39, 82.093)
      (68, 42, 74.808)
      (68, 46, 79.024)
      (68, 54, 33.328)
      (68, 74, 75.373)
      (69,  9, 39.015)
      (69, 10,  0.984)
      (69, 26, 36.960)
      (69, 36,  9.852)
      (69, 42, 69.972)
      (69, 51, 42.148)
      (70,  2, 87.260)
      (70,  3,  2.597)
      (70,  6, 48.680)
      (70, 11, 44.055)
      (70, 14, 83.365)
      (70, 19, 76.387)
      (70, 36, 53.035)
      (70, 73, 16.169)
      (70, 74, 27.603)
      (70, 76, 43.383)
      (70, 82, 92.528)
      (70, 90, 28.472)
      (71, 23, 67.563)
      (71, 27, 52.088)
      (71, 49, 37.931)
      (71, 61, 21.454)
      (71, 82, 69.180)
      (71, 84,  9.583)
      (71, 91, 13.154)
      (71, 95, 43.236)
      (71, 97,  1.098)
      (72,  7, 85.447)
      (72, 26, 79.281)
      (72, 29, 64.874)
      (72, 31, 58.866)
      (72, 36, 49.167)
      (72, 47,  7.862)
      (72, 63, 33.682)
      (72, 66, 75.634)
      (72, 74, 88.273)
      (72, 82, 81.908)
      (72, 84, 16.735)
      (72, 85, 30.893)
      (72, 87, 99.962)
      (72, 99,  2.655)
      (73, 14, 77.624)
      (73, 63, 69.445)
      (73, 71, 96.415)
      (73, 72, 67.126)
      (73, 86, 60.871)
      (73, 99, 56.246)
      (74,  5, 16.613)
      (74, 12, 90.671)
      (74, 39, 82.416)
      (74, 43, 59.969)
      (74, 59, 29.990)
      (74, 65, 47.207)
      (74, 72,  1.975)
      (74, 95, 25.143)
      (74, 96,  8.886)
      (75, 19, 90.597)
      (75, 61, 78.131)
      (75, 66, 25.511)
      (75, 83, 96.372)
      (75, 85, 35.691)
      (75, 92, 84.482)
      (76, 20, 90.799)
      (76, 39, 40.721)
      (76, 50, 45.854)
      (76, 52, 69.286)
      (76, 55, 22.446)
      (76, 62, 92.450)
      (76, 70, 19.445)
      (76, 73,  1.566)
      (76, 81,  3.968)
      (76, 94, 22.631)
      (77,  2, 27.573)
      (77,  5,  7.820)
      (77, 15, 71.525)
      (77, 41, 68.895)
      (77, 46, 65.643)
      (77, 59, 68.076)
      (77, 90, 84.973)
      (78, 16, 43.349)
      (78, 32, 27.671)
      (78, 58, 20.252)
      (78, 65, 87.121)
      (78, 96, 13.465)
      (78, 97,  2.056)
      (79, 19, 65.469)
      (79, 29, 68.198)
      (79, 33, 93.836)
      (79, 38, 20.536)
      (79, 42, 31.219)
      (79, 55,  5.527)
      (79, 56, 70.573)
      (79, 57, 65.336)
      (79, 58, 30.061)
      (79, 61, 23.269)
      (79, 64, 20.051)
      (79, 69, 69.122)
      (79, 99, 54.830)
      (80,  3, 54.636)
      (80,  5, 87.645)
      (80, 10,  9.185)
      (80, 18, 26.162)
      (80, 19, 11.395)
      (80, 24, 41.078)
      (80, 49,  7.490)
      (80, 51, 66.537)
      (80, 55, 52.621)
      (80, 72, 97.006)
      (80, 86, 44.578)
      (80, 93, 76.910)
      (81,  4, 95.589)
      (81, 11, 84.524)
      (81, 17, 45.068)
      (81, 25, 91.451)
      (81, 45, 95.443)
      (81, 49,  4.313)
      (81, 56, 69.455)
      (81, 66, 75.871)
      (81, 72, 36.742)
      (81, 74, 51.298)
      (81, 83, 64.182)
      (81, 84, 91.301)
      (81, 92, 58.300)
      (81, 94, 44.771)
      (81, 95, 31.525)
      (82, 13, 90.722)
      (82, 19, 28.780)
      (82, 20,  9.144)
      (82, 30, 18.621)
      (82, 50, 45.486)
      (82, 86, 42.352)
      (82, 89,  2.651)
      (82, 96, 72.117)
      (82, 99, 33.584)
      (83,  8, 29.361)
      (83, 30, 96.581)
      (83, 31, 91.298)
      (83, 38, 34.891)
      (83, 39, 97.333)
      (83, 51, 75.860)
      (83, 60, 44.210)
      (83, 71, 50.818)
      (83, 72, 71.861)
      (83, 74, 66.101)
      (84,  2, 64.270)
      (84, 10, 10.432)
      (84, 12, 23.883)
      (84, 18,  2.559)
      (84, 44, 39.078)
      (84, 66, 80.357)
      (84, 68, 53.583)
      (84, 97, 72.775)
      (85,  5, 68.662)
      (85,  6, 91.497)
      (85, 10, 73.716)
      (85, 30, 18.095)
      (85, 69, 76.193)
      (85, 88, 70.878)
      (85, 97,  8.454)
      (86, 22, 60.635)
      (86, 27, 38.279)
      (86, 41, 51.751)
      (86, 55, 30.946)
      (86, 60, 64.744)
      (86, 64,  1.304)
      (86, 66, 59.399)
      (86, 89, 76.652)
      (86, 94, 66.463)
      (87, 10, 61.940)
      (87, 22, 68.974)
      (87, 41, 32.198)
      (87, 48, 19.014)
      (87, 57, 50.848)
      (87, 63, 40.099)
      (87, 69, 93.896)
      (87, 81, 38.867)
      (87, 83, 11.823)
      (87, 85, 80.880)
      (87, 98, 92.328)
      (88, 24, 75.529)
      (88, 50, 34.107)
      (88, 72, 48.442)
      (89,  3, 42.377)
      (89, 21, 46.777)
      (89, 28,  8.349)
      (89, 42, 88.119)
      (89, 50, 13.865)
      (89, 57, 94.725)
      (89, 75, 91.771)
      (89, 76, 72.906)
      (89, 78, 76.544)
      (89, 92, 77.728)
      (90, 16, 47.393)
      (90, 21, 82.888)
      (90, 22, 80.508)
      (90, 31, 64.884)
      (90, 32,  4.809)
      (90, 53, 32.902)
      (90, 54, 70.221)
      (90, 82, 42.571)
      (90, 92, 90.867)
      (90, 96, 77.850)
      (91, 12, 79.294)
      (91, 13,  7.241)
      (91, 18, 23.823)
      (91, 25, 15.683)
      (91, 27, 82.779)
      (91, 41, 48.485)
      (91, 52, 52.941)
      (91, 57, 65.306)
      (91, 76, 42.272)
      (91, 99, 61.182)
      (92,  3, 34.283)
      (92,  5, 42.319)
      (92,  9, 76.332)
      (92, 23, 17.425)
      (92, 26, 69.452)
      (92, 30, 97.799)
      (92, 40, 88.775)
      (92, 45, 52.781)
      (92, 55,  9.302)
      (92, 64, 31.050)
      (92, 71, 64.189)
      (92, 82, 58.368)
      (92, 91, 59.285)
      (93, 36,  5.609)
      (93, 42, 25.661)
      (93, 47, 15.175)
      (93, 49,  5.878)
      (93, 61, 21.586)
      (93, 63, 91.016)
      (93, 66, 46.014)
      (93, 78, 75.755)
      (93, 91, 58.813)
      (93, 92,  2.093)
      (93, 96, 79.545)
      (93, 98, 99.737)
      (94, 15,  6.168)
      (94, 22, 12.456)
      (94, 27, 56.790)
      (94, 29, 47.274)
      (94, 66,  1.862)
      (94, 85, 58.725)
      (94, 95,  2.691)
      (95, 13, 15.215)
      (95, 23, 22.459)
      (95, 46, 30.152)
      (95, 54, 94.313)
      (95, 58, 41.851)
      (95, 67, 80.866)
      (95, 78,  4.385)
      (95, 79, 61.466)
      (96,  4, 27.816)
      (96,  6, 56.581)
      (96,  8, 68.424)
      (96, 14, 85.668)
      (96, 15, 84.195)
      (96, 51, 47.022)
      (96, 57, 46.598)
      (96, 75, 77.563)
      (96, 87, 67.370)
      (96, 93, 90.859)
      (96, 95, 52.046)
      (97,  1,  0.151)
      (97,  3, 30.462)
      (97, 18, 89.883)
      (97, 35,  4.558)
      (97, 43,  7.427)
      (97, 44, 20.946)
      (97, 49,  2.098)
      (97, 80, 34.866)
      (98, 22, 45.338)
      (98, 23, 47.941)
      (98, 54, 34.406)
      (98, 57, 51.386)
      (98, 58, 24.268) }
-------------------------
