10 flow networks in WDG6.txt.

** G1: |V|=50, V={0..49}
(u, v, weight) E = { 
      (23, 22,  87)
      (23, 30,  23)
      (23, 40,  25)
      (23, 42,  88)
      (23, 46,  33)
      (24, 10,  54)
      (24, 20,  10)
      (24, 21,  67)
      (24, 29,  72)
      (24, 37,  40)
      (24, 39,  80)
      (24, 40,   9)
      (24, 41,  98)
      (24, 42,  62)
      (25, 18,  49)
      (25, 35,  37)
      (25, 44,  74)
      (26,  1,  55)
      (26, 40,  34)
      (26, 42,  16)
      (27,  2,  62)
      (27, 22,  68)
      (27, 33,  17)
      (28,  8,  42)
      (28, 12,  61)
      (28, 38,  40)
      (28, 40,  37)
      (29, 14,  26)
      (29, 21,  71)
      (29, 30,  88)
      (29, 42,  42)
      (30,  3,  76)
      (30,  4,  20)
      (30,  9,  71)
      (30, 12,  60)
      (30, 17,   3)
      (30, 19,  85)
      (30, 20,  18)
      (30, 22,   7)
      (30, 23,  51)
      (30, 43,  42)
      (30, 45,  17)
      (30, 46,  60)
      (31,  1,  34)
      (31, 22,  96)
      (31, 26,  59)
      (31, 28,  21)
      (31, 34,  69)
      (31, 36,  89)
      (32, 12,  35)
      (32, 16,  41)
      (32, 31,  55)
      (32, 35,  75)
      (32, 38,  60)
      (33, 12,  35)
      (33, 14,  53)
      (33, 15,  51)
      (33, 42,  11)
      (34,  4,  64)
      (34, 14,  33)
      (34, 47,  38)
      (35, 11,  37)
      (35, 12,  90)
      (35, 13,  69)
      (35, 24,  65)
      (35, 33,  94)
      (35, 49,  38)
      (36, 13,  99)
      (36, 15,  93)
      (36, 17,  45)
      (36, 18,  31)
      (36, 20,  70)
      (36, 46,  62)
      (37,  9,   4)
      (37, 20,  47)
      (37, 28,  41)
      (37, 29,  44)
      (38,  3,  32)
      (38, 14,  49)
      (38, 17,   4)
      (38, 21,  72)
      (38, 29,  34)
      (39,  2,  56)
      (39,  6,  83)
      (39,  9,  47)
      (39, 11,  34)
      (39, 20,  67)
      (39, 36,  53)
      (39, 38,  28)
      (40, 13,  60)
      (40, 23,  19)
      (41,  4,   7)
      (41, 30,  53)
      (41, 35,  60)
      (41, 49,   4)
      (42,  6,   7)
      (42,  8,  96)
      (42, 19,  50)
      (42, 21,  17)
      (42, 24,  59)
      (42, 31,  32)
      (42, 35,  54)
      (42, 41,  28)
      (42, 46,  33)
      (43,  8,  14)
      (43, 18,  36)
      (43, 22,  38)
      (43, 33,  47)
      (43, 35,  57)
      (43, 37,   1)
      (43, 47,  36)
      (43, 48,  89)
      (44,  7,  92)
      (44, 15,  95)
      (44, 27,  41)
      (44, 31,  77)
      (45,  6,  61)
      (45, 16,  67)
      (45, 37,  96)
      (46, 14,  75)
      (46, 30,  78)
      (46, 32,  10)
      (47, 16,  95)
      (47, 40,  23)
      (47, 49,   4)
      (48,  5,  80)
      (48, 22,   4)
      (48, 40,  46) }
------------------------- 

** G2: |V|=50, V={0..49}
(u, v, weight) E = { 
      ( 0,  9,  98)
      ( 0, 16,  25)
      ( 0, 28,  87)
      ( 0, 35,  95)
      ( 0, 42,  38)
      ( 0, 44,  82)
      ( 0, 47,  30)
      ( 1,  3,  80)
      ( 1, 16,  14)
      ( 2, 18,  77)
      ( 2, 21,  92)
      ( 2, 26,  56)
      ( 3,  5,  41)
      ( 3, 19,  26)
      ( 3, 24,  73)
      ( 4, 21,  49)
      ( 4, 27,  14)
      ( 4, 48,  44)
      ( 5, 31,   6)
      ( 5, 35,  86)
      ( 5, 39,  11)
      ( 5, 45,   4)
      ( 6,  8,  72)
      ( 6, 18,  16)
      ( 6, 21,  46)
      ( 6, 22,  63)
      ( 6, 24,  61)
      ( 6, 25,  19)
      ( 6, 39,  38)
      ( 6, 49,  46)
      ( 7, 34,  71)
      ( 7, 38,  35)
      ( 7, 43,  20)
      ( 8,  4,  57)
      ( 8,  6,  49)
      ( 8, 29,  54)
      ( 8, 39,  71)
      ( 9, 10,  84)
      (10,  9,  82)
      (10, 27,  52)
      (10, 31,  61)
      (10, 41,  47)
      (11,  2,   9)
      (11,  4,  31)
      (11, 13,  49)
      (11, 17,  59)
      (11, 21,  15)
      (11, 25,  93)
      (11, 34,  93)
      (11, 37,   7)
      (12,  2,  28)
      (12, 16,  76)
      (12, 32,   9)
      (12, 37,   9)
      (13, 21,  29)
      (13, 39,  97)
      (14, 15,  22)
      (14, 24,  87)
      (14, 38,  78)
      (14, 39,  95)
      (14, 49,  42)
      (15,  5,   6)
      (15,  7,   9)
      (15, 13,  16)
      (15, 26,  79)
      (15, 42,  72)
      (15, 46,  95)
      (16, 25,  76)
      (17,  5,  65)
      (17, 35,  67)
      (17, 38,   5)
      (17, 43,  53)
      (17, 45,  47)
      (18,  4,  45)
      (18,  6,  87)
      (18,  7,  80)
      (18, 21,  59)
      (18, 37,  33)
      (18, 45,  76)
      (18, 47,  70)
      (19,  6,  36)
      (19, 13,  56)
      (19, 16,  75)
      (19, 28,  61)
      (19, 29,  23)
      (19, 33,  41)
      (19, 39,   7)
      (20,  8,   7)
      (20, 16,  85)
      (20, 18,  91)
      (20, 23,   3)
      (20, 40,  64)
      (20, 41,  52)
      (21, 13,  27)
      (21, 44,  37)
      (22, 14,  14)
      (22, 20,   9)
      (22, 26,   9)
      (22, 35,  80)
      (22, 46,  50)
      (23, 17,  74)
      (23, 24,  63)
      (23, 45,  47)
      (23, 49,  13)
      (24,  7,   6)
      (24, 13,  70)
      (24, 39,  58)
      (24, 49,  45)
      (25, 27,  36)
      (25, 28,  96)
      (25, 36,  23)
      (26, 10,  97)
      (26, 17,  60)
      (26, 28,  74)
      (26, 34,  44)
      (27,  4,  23)
      (27, 19,  66)
      (27, 31,   5)
      (27, 36,  66)
      (28, 15,  74)
      (28, 49,  26)
      (29, 23,  89)
      (29, 31,  25)
      (29, 33,  78)
      (29, 35,  95)
      (29, 49,  37)
      (30,  9,  50)
      (30, 44,  41)
      (31, 23,  55)
      (31, 25,   1)
      (31, 26,  71)
      (31, 35,  90)
      (31, 44,  91)
      (31, 46,  57)
      (32, 11,  19)
      (32, 14,  47)
      (32, 19,  79)
      (32, 20,  72)
      (32, 25,  46)
      (32, 46,  31)
      (33,  9,  66)
      (33, 15,  74)
      (33, 16,  69)
      (33, 22,  78)
      (33, 37,  94)
      (33, 42,  81)
      (33, 46,  83)
      (34, 18,  75)
      (34, 22,  88)
      (34, 44,   2)
      (34, 45,  81)
      (35, 32,  51)
      (36,  1,  91)
      (36, 10,  37)
      (36, 12,  56)
      (36, 16,  88)
      (37, 22,  47)
      (37, 39,  42)
      (37, 42,  13)
      (38, 15,  25)
      (38, 28,  93)
      (38, 33,  32)
      (38, 39,  16)
      (38, 40,  82)
      (39, 15,   5)
      (39, 18,  45)
      (39, 20,  35)
      (39, 25,  84)
      (39, 27,  81)
      (39, 33,  35)
      (39, 42,   4)
      (40,  4,   0)
      (40,  5,  21)
      (40, 26,  19)
      (40, 32,  61)
      (40, 34,  69)
      (40, 35,  41)
      (40, 36,  40)
      (40, 45,  80)
      (40, 46,  43)
      (41, 19,  56)
      (41, 25,   9)
      (41, 45,  24)
      (42,  2,   7)
      (42, 12,  77)
      (42, 22,  27)
      (42, 41,  71)
      (42, 45,  15)
      (42, 47,  76)
      (43,  6,  45)
      (43, 49,  92)
      (44,  7,  98)
      (44, 15,  68)
      (44, 35,  70)
      (45,  5,  95)
      (45, 11,  87)
      (45, 28,  62)
      (45, 29,  93)
      (45, 30,  22)
      (45, 34,   3)
      (45, 47,  59)
      (45, 48,  62)
      (45, 49,  94)
      (46,  1,  57)
      (46,  6,  67)
      (46, 30,  48)
      (47,  2,  70)
      (47, 21,  88)
      (47, 36,  57)
      (48, 18,  28)
      (48, 33,   0)
      (48, 46,  54) }
------------------------- 

** G3: |V|=50, V={0..49}
(u, v, weight) E = { 
      ( 0,  9,   7)
      ( 0, 10,  79)
      ( 0, 17,  45)
      ( 0, 31,  39)
      ( 0, 35,  79)
      ( 1, 16,  66)
      ( 1, 20,  17)
      ( 1, 44,  28)
      ( 2, 12,  38)
      ( 2, 30,  47)
      ( 2, 39,  14)
      ( 3,  6,  25)
      ( 3,  7,  26)
      ( 3, 11,  84)
      ( 3, 44,  87)
      ( 4,  6,  91)
      ( 4, 20,  57)
      ( 4, 30,  58)
      ( 4, 34,   5)
      ( 4, 39,  42)
      ( 5, 24,  19)
      ( 5, 33,  76)
      ( 5, 36,  59)
      ( 6, 10,  71)
      ( 6, 18,  83)
      ( 6, 28,  79)
      ( 6, 43,  95)
      ( 7,  2,  91)
      ( 7, 22,  29)
      ( 7, 37,  70)
      ( 7, 42,  61)
      ( 7, 49,  37)
      ( 8, 11,  90)
      ( 8, 18,  37)
      ( 8, 37,  75)
      ( 9, 12,   4)
      ( 9, 16,  25)
      ( 9, 17,   3)
      ( 9, 21,  82)
      (10, 19,  76)
      (10, 22,  89)
      (10, 24,  87)
      (10, 44,   8)
      (11,  3,  44)
      (11,  4,  14)
      (11, 20,  28)
      (11, 36,  28)
      (11, 39,  24)
      (12,  5,  94)
      (12,  6,  55)
      (12, 22,   2)
      (12, 33,  29)
      (12, 49,  67)
      (13,  2,  81)
      (13, 10,  17)
      (13, 14,  44)
      (13, 22,  56)
      (13, 33,  69)
      (14, 19,  62)
      (15,  1,  54)
      (15,  9,  47)
      (15, 10,  57)
      (15, 17,  14)
      (15, 35,  49)
      (16,  3,   0)
      (16,  7,  72)
      (16, 11,  94)
      (16, 27,  31)
      (16, 48,  85)
      (17,  3,  22)
      (17, 15,  97)
      (17, 30,  76)
      (18, 23,  77)
      (18, 39,  79)
      (18, 44,  20)
      (19,  1,  61)
      (19,  9,  35)
      (19, 20,  86)
      (19, 36,  65)
      (19, 39,  22)
      (19, 42,  97)
      (19, 45,  11)
      (19, 48,  82)
      (20, 36,  46)
      (20, 49,  55)
      (21, 11,  28)
      (21, 28,   1)
      (21, 35,  27)
      (21, 44,  55)
      (21, 45,  43)
      (22, 15,  27)
      (22, 29,  66)
      (22, 36,   0)
      (22, 38,  66)
      (22, 42,   5)
      (22, 45,  94)
      (22, 46,  49)
      (23,  2,  15)
      (23, 25,  62)
      (23, 31,  24)
      (23, 36,  89)
      (23, 39,   2)
      (24, 12,   3)
      (24, 27,  31)
      (24, 40,  80)
      (24, 41,  71)
      (25,  4,  23)
      (25, 10,  47)
      (25, 21,  31)
      (25, 29,  52)
      (25, 32,  66)
      (25, 36,  39)
      (25, 41,  72)
      (25, 43,  59)
      (26, 10,   8)
      (26, 13,  91)
      (26, 15,  36)
      (26, 25,  67)
      (26, 27,  37)
      (26, 35,  45)
      (26, 38,  38)
      (26, 39,  64)
      (26, 49,  13)
      (27, 10,  53)
      (27, 13,  42)
      (27, 21,  48)
      (28,  9,  53)
      (28, 13,  33)
      (28, 38,  48)
      (29,  2,  74)
      (29,  8,  63)
      (29, 25,  47)
      (29, 31,  55)
      (29, 36,  79)
      (30,  6,  12)
      (30, 33,  81)
      (30, 36,  30)
      (30, 47,  12)
      (31,  8,   4)
      (31, 22,  26)
      (31, 30,  24)
      (32,  9,  97)
      (32, 12,  90)
      (32, 16,  64)
      (32, 22,   7)
      (32, 40,  13)
      (33,  1,  95)
      (33, 13,  76)
      (33, 32,  62)
      (33, 47,  13)
      (34, 15,  16)
      (34, 24,  79)
      (34, 44,  15)
      (35,  5,  10)
      (35, 12,  91)
      (35, 14,   9)
      (35, 19,  60)
      (35, 39,  23)
      (35, 46,  95)
      (36,  4,  94)
      (36, 12,  54)
      (36, 13,  85)
      (37, 38,  44)
      (37, 44,  51)
      (37, 49,  87)
      (38,  4,  88)
      (38, 20,  66)
      (38, 21,  44)
      (38, 36,  94)
      (39, 19,  87)
      (39, 21,   0)
      (40,  6,  67)
      (40, 18,  24)
      (40, 32,  93)
      (40, 34,  91)
      (40, 42,  68)
      (41,  3,  55)
      (41, 21,  42)
      (41, 28,  80)
      (41, 34,  67)
      (42,  6,  82)
      (42, 19,   2)
      (42, 22,  67)
      (42, 24,  49)
      (42, 25,  48)
      (43,  6,   8)
      (44, 20,  13)
      (44, 23,  81)
      (44, 27,  22)
      (45,  2,  66)
      (45, 20,  71)
      (45, 26,   4)
      (45, 27,  55)
      (45, 42,  41)
      (46,  4,  38)
      (46,  5,  54)
      (46, 11,  17)
      (46, 14,  56)
      (46, 35,  94)
      (46, 42,  99)
      (47,  9,  61)
      (47, 15,  38)
      (47, 19,  29)
      (47, 25,  91)
      (48,  7,  39)
      (48,  8,   0)
      (48, 16,  96)
      (48, 20,  33)
      (48, 24,  40)
      (48, 26,  74)
      (48, 43,  80) }
------------------------- 

** G4: |V|=50, V={0..49}
(u, v, weight) E = { 
      ( 0,  6,  35)
      ( 0,  9,  13)
      ( 0, 14,  56)
      ( 0, 21,  46)
      ( 0, 29,  94)
      ( 0, 37,  39)
      ( 1,  2,  45)
      ( 1, 15,  60)
      ( 1, 42,  41)
      ( 1, 43,  39)
      ( 1, 45,  56)
      ( 2, 22,  94)
      ( 2, 40,  36)
      ( 2, 49,  54)
      ( 3, 26,  21)
      ( 3, 31,  58)
      ( 4, 25,  75)
      ( 4, 42,  52)
      ( 4, 49,  57)
      ( 5,  7,  88)
      ( 5, 32,  54)
      ( 5, 34,  24)
      ( 6,  3,  66)
      ( 6, 24,  17)
      ( 6, 27,  17)
      ( 6, 32,  38)
      ( 6, 37,  78)
      ( 7, 12,  82)
      ( 7, 13,  84)
      ( 7, 18,  59)
      ( 7, 20,  81)
      ( 7, 21,  31)
      ( 7, 25,  53)
      ( 7, 28,  55)
      ( 7, 37,  87)
      ( 8,  4,  83)
      ( 8,  7,  26)
      ( 8, 21,  31)
      ( 8, 27,  53)
      ( 8, 28,   1)
      ( 8, 38,  25)
      ( 8, 42,  95)
      ( 8, 45,  19)
      ( 9,  1,  57)
      ( 9,  8,  40)
      ( 9, 17,  65)
      ( 9, 21,   4)
      ( 9, 28,  74)
      ( 9, 36,  94)
      ( 9, 40,  51)
      ( 9, 41,  69)
      (10, 14,   4)
      (10, 15,  80)
      (10, 17,  59)
      (10, 21,   4)
      (10, 22,  47)
      (10, 23,  40)
      (10, 32,  27)
      (11,  2,  18)
      (11,  8,  49)
      (11,  9,  57)
      (11, 29,  16)
      (11, 40,  13)
      (11, 49,  94)
      (12,  5,  33)
      (12, 16,  80)
      (12, 18,  88)
      (12, 20,  88)
      (12, 21,  87)
      (12, 27,  47)
      (12, 29,  82)
      (12, 38,  39)
      (12, 41,  35)
      (12, 48,  57)
      (12, 49,  54)
      (13, 31,  68)
      (14,  2,  68)
      (14,  6,   3)
      (14,  7,  26)
      (14, 12,  25)
      (14, 29,  74)
      (14, 41,  61)
      (14, 42,  66)
      (15, 36,   8)
      (15, 43,  27)
      (16,  2,  78)
      (16, 12,  66)
      (16, 17,  57)
      (16, 35,   8)
      (17, 15,  12)
      (17, 24,  28)
      (17, 26,  66)
      (17, 30,  83)
      (17, 31,  94)
      (18,  3,  83)
      (18,  9,   8)
      (19,  5,  10)
      (19,  9,  73)
      (19, 10,   7)
      (19, 13,  41)
      (19, 17,  48)
      (19, 48,  74)
      (20, 10,  33)
      (20, 18,  61)
      (20, 39,  26)
      (20, 45,  44)
      (20, 47,  34)
      (20, 48,  56)
      (21, 30,  97)
      (21, 33,   1)
      (21, 37,  80)
      (21, 43,  75)
      (21, 48,  11)
      (22,  4,  20)
      (22, 15,  85)
      (22, 25,  91)
      (22, 45,  21)
      (22, 48,  56)
      (23,  7,  55)
      (23, 11,  21)
      (23, 25,  85)
      (23, 29,  98)
      (23, 31,  55)
      (23, 39,   5)
      (23, 46,  70)
      (24, 19,   8)
      (24, 25,  38)
      (24, 34,  29)
      (24, 36,  19)
      (25,  2,  80)
      (25, 28,   1)
      (26, 21,  76)
      (26, 28,  83)
      (26, 34,  95)
      (26, 45,  13)
      (27,  2,   3)
      (27, 10,  82)
      (27, 14,  20)
      (27, 15,  17)
      (27, 26,   6)
      (27, 48,  15)
      (28,  6,   1)
      (28, 13,  46)
      (28, 24,   0)
      (28, 25,  54)
      (28, 29,   0)
      (28, 31,  62)
      (28, 32,   0)
      (28, 40,  56)
      (29,  2,  87)
      (29,  8,  97)
      (29, 38,  41)
      (29, 41,   1)
      (30,  9,  94)
      (30, 48,  31)
      (31,  4,  33)
      (31, 13,  54)
      (31, 29,  70)
      (31, 40,  81)
      (31, 47,  85)
      (32,  9,  95)
      (32, 19,  28)
      (32, 35,  19)
      (32, 38,  91)
      (32, 46,  24)
      (33,  6,  36)
      (33, 23,  71)
      (33, 39,  39)
      (33, 41,  25)
      (33, 42,  67)
      (34,  3,  12)
      (34,  6,   6)
      (34, 11,  86)
      (34, 15,   7)
      (34, 26,  70)
      (34, 32,  68)
      (34, 38,  16)
      (34, 44,  19)
      (34, 47,  37)
      (35,  7,  95)
      (35, 27,  47)
      (35, 40,  27)
      (36,  5,  24)
      (36,  9,  32)
      (36, 13,  38)
      (36, 16,  94)
      (36, 18,  55)
      (36, 25,  83)
      (36, 28,   4)
      (36, 29,  61)
      (36, 30,  29)
      (36, 33,  11)
      (36, 47,  13)
      (37,  1,  73)
      (37,  3,  87)
      (37, 11,  58)
      (37, 16,  15)
      (37, 20,  75)
      (37, 29,  38)
      (37, 45,  85)
      (38, 22,  42)
      (38, 26,  13)
      (38, 42,  94)
      (38, 45,  96)
      (39,  3,  29)
      (39,  8,  52)
      (39, 11,  15)
      (39, 21,  29)
      (39, 22,  80)
      (39, 23,   4)
      (39, 28,  82)
      (39, 34,  94)
      (40,  2,  94)
      (40, 12,   4)
      (40, 21,  72)
      (40, 30,  43)
      (40, 45,  11)
      (41,  6,  92)
      (41,  8,  72)
      (41, 12,  19)
      (41, 20,  35)
      (41, 39,  16)
      (42,  9,  94)
      (42, 10,  55)
      (42, 15,  21)
      (42, 16,  35)
      (42, 24,  78)
      (42, 34,  84)
      (43, 10,   8)
      (43, 11,  96)
      (43, 33,  83)
      (43, 37,   5)
      (44,  2,  84)
      (44,  9,  54)
      (44, 12,   0)
      (44, 16,   3)
      (44, 30,  27)
      (44, 39,  83)
      (44, 43,  17)
      (44, 45,  73)
      (45,  2,  92)
      (45,  9,  14)
      (45, 20,  63)
      (45, 21,  99)
      (45, 28,  14)
      (45, 30,  18)
      (45, 35,  86)
      (45, 37,  78)
      (45, 42,  42)
      (45, 44,  23)
      (46,  3,  76)
      (46,  8,  58)
      (46, 25,  14)
      (46, 37,  36)
      (46, 48,  57)
      (47,  2,  48)
      (47, 22,  23)
      (47, 33,  79)
      (48,  5,  80)
      (48, 28,  25)
      (48, 33,  38) }
------------------------- 

** G5: |V|=50, V={0..49}
(u, v, weight) E = { 
      ( 0,  1,  69)
      ( 0,  7,  40)
      ( 0,  8,  54)
      ( 0, 12,  25)
      ( 0, 34,  32)
      ( 1, 15,   1)
      ( 1, 17,  94)
      ( 1, 18,  46)
      ( 1, 41,  21)
      ( 1, 45,  78)
      ( 2,  4,  97)
      ( 2, 29,  78)
      ( 2, 35,  47)
      ( 2, 40,  82)
      ( 3, 11,  37)
      ( 3, 23,  73)
      ( 3, 33,  75)
      ( 3, 34,  45)
      ( 3, 37,  35)
      ( 4,  3,  66)
      ( 4,  8,   0)
      ( 4, 12,  24)
      ( 4, 25,   9)
      ( 4, 48,  61)
      ( 5,  2,  74)
      ( 5,  4,  86)
      ( 5, 13,  93)
      ( 5, 21,  57)
      ( 5, 31,  88)
      ( 5, 42,  57)
      ( 5, 48,  73)
      ( 6,  7,  48)
      ( 6, 14,  59)
      ( 6, 26,  45)
      ( 6, 29,  56)
      ( 6, 30,  31)
      ( 7,  1,  97)
      ( 7,  8,  47)
      ( 7, 13,  61)
      ( 7, 15,   6)
      ( 8, 38,  54)
      ( 8, 40,  32)
      ( 8, 45,  21)
      ( 9,  4,  70)
      ( 9, 45,  61)
      ( 9, 49,  33)
      (10,  3,  63)
      (10, 20,  43)
      (10, 23,  90)
      (10, 28,  90)
      (10, 29,  97)
      (10, 33,  92)
      (10, 43,  61)
      (10, 49,  36)
      (11, 33,  38)
      (11, 39,  88)
      (11, 44,  24)
      (12, 10,  68)
      (12, 20,  95)
      (13,  5,  64)
      (13, 19,  35)
      (13, 22,  23)
      (13, 25,  96)
      (13, 33,  12)
      (14,  8,  99)
      (14, 16,  96)
      (14, 20,  10)
      (14, 30,  62)
      (14, 37,  77)
      (14, 47,  87)
      (15,  3,  98)
      (15, 10,  15)
      (15, 18,   0)
      (15, 25,  18)
      (15, 42,  39)
      (16,  6,   1)
      (16,  8,  99)
      (16, 17,   9)
      (16, 26,  54)
      (16, 27,  77)
      (16, 34,  30)
      (16, 36,  67)
      (17,  4,  49)
      (17, 24,  27)
      (17, 25,  37)
      (17, 39,  34)
      (18,  5,  70)
      (18, 10,  41)
      (18, 25,  19)
      (18, 29,  64)
      (18, 35,  35)
      (18, 36,  42)
      (18, 37,  96)
      (18, 45,  66)
      (19, 21,  25)
      (20, 10,  62)
      (20, 12,  69)
      (20, 14,  25)
      (20, 38,  48)
      (20, 41,   3)
      (20, 45,  81)
      (21,  8,  33)
      (21, 14,   6)
      (21, 24,  67)
      (21, 28,  37)
      (21, 30,  38)
      (21, 32,  14)
      (21, 39,  31)
      (21, 42,  42)
      (21, 47,   8)
      (22, 44,   5)
      (23,  1,  80)
      (23, 19,  77)
      (23, 21,  33)
      (23, 41,  78)
      (23, 49,  92)
      (24,  5,  77)
      (24,  8,  17)
      (24, 12,  26)
      (24, 28,  16)
      (25, 21,  85)
      (26, 15,  80)
      (26, 36,  39)
      (26, 49,  68)
      (27, 16,  69)
      (27, 18,   3)
      (27, 35,  25)
      (27, 36,  16)
      (27, 45,  90)
      (28, 19,  12)
      (28, 24,  67)
      (28, 31,  68)
      (29,  5,  61)
      (29,  7,  26)
      (29, 11,  55)
      (29, 16,  60)
      (29, 17,  45)
      (29, 23,  69)
      (29, 24,  95)
      (29, 32,  76)
      (29, 45,  71)
      (30,  1,  97)
      (30, 32,  31)
      (30, 46,  75)
      (30, 47,  93)
      (31,  7,  80)
      (31, 18,  18)
      (31, 19,  98)
      (31, 30,  50)
      (31, 36,  92)
      (32,  7,   1)
      (32, 22,   2)
      (32, 23,  68)
      (33, 10,  52)
      (33, 17,  34)
      (33, 26,  62)
      (34,  8,  93)
      (34, 16,  43)
      (34, 27,  37)
      (35,  1,  88)
      (35,  8,  46)
      (35, 29,  78)
      (35, 32,  80)
      (35, 45,  35)
      (35, 48,  11)
      (36, 17,  14)
      (36, 24,  57)
      (36, 42,  23)
      (36, 46,  64)
      (36, 48,  52)
      (37,  6,  97)
      (37, 18,  44)
      (37, 23,  47)
      (37, 29,   4)
      (37, 30,  63)
      (37, 31,  62)
      (37, 32,  81)
      (37, 34,  63)
      (37, 40,  53)
      (38,  4,  52)
      (38,  8,  26)
      (38, 17,  81)
      (38, 20,  14)
      (38, 24,  59)
      (38, 33,  46)
      (38, 43,  84)
      (38, 47,  85)
      (39,  5,   3)
      (39, 15,  87)
      (39, 41,  95)
      (40,  5,  29)
      (40,  8,  24)
      (40,  9,  24)
      (40, 10,  13)
      (40, 17,  22)
      (40, 19,  56)
      (40, 32,  16)
      (40, 38,  83)
      (40, 43,  18)
      (40, 47,  70)
      (41,  2,  20)
      (41,  5,  40)
      (41, 24,  80)
      (42, 13,  32)
      (42, 31,   5)
      (42, 37,  78)
      (42, 49,  42)
      (43,  4,  68)
      (43, 13,  63)
      (43, 38,  97)
      (43, 46,   6)
      (43, 49,  46)
      (44, 11,   9)
      (44, 12,   8)
      (45, 10,  20)
      (45, 26,  65)
      (45, 28,  93)
      (45, 34,  43)
      (45, 36,  25)
      (45, 37,  55)
      (45, 38,   5)
      (45, 46,  29)
      (46,  3,  18)
      (46,  4,  73)
      (46, 17,  46)
      (46, 37,  99)
      (47, 29,  60)
      (47, 33,  61)
      (47, 34,   6)
      (47, 46,  82)
      (47, 48,  23)
      (48, 21,  29)
      (48, 22,  60)
      (48, 23,  78)
      (48, 29,  75)
      (48, 38,  72)
      (48, 44,  21) }
------------------------- 

** G6: |V|=50, V={0..49}
(u, v, weight) E = { 
      ( 0,  1,  75)
      ( 0, 19,  57)
      ( 0, 25,   8)
      ( 0, 32,  75)
      ( 0, 36,  46)
      ( 0, 37,  65)
      ( 1,  6,  81)
      ( 1, 11,  86)
      ( 1, 14,  68)
      ( 1, 46,  16)
      ( 2,  7,  69)
      ( 2,  9,   6)
      ( 2, 13,  90)
      ( 2, 35,  35)
      ( 3,  4,  98)
      ( 3, 10,  25)
      ( 3, 18,  50)
      ( 3, 28,  99)
      ( 3, 30,  64)
      ( 4,  8,  54)
      ( 4, 10,  22)
      ( 4, 17,  26)
      ( 4, 21,  61)
      ( 5, 15,  12)
      ( 5, 19,  62)
      ( 5, 45,  74)
      ( 6, 29,  32)
      ( 6, 31,  36)
      ( 6, 33,  88)
      ( 6, 40,  80)
      ( 6, 45,  52)
      ( 7,  1,  72)
      ( 7,  3,  80)
      ( 7, 10,  63)
      ( 7, 15,  52)
      ( 7, 17,  26)
      ( 7, 25,  19)
      ( 7, 48,  36)
      ( 8,  3,  81)
      ( 8,  4,   4)
      ( 8, 21,  19)
      ( 8, 24,   7)
      ( 8, 31,  94)
